Channel Title,Channel Username,ID,Message,Date,Media Path
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,5365,"🔥 ተጀመረ 💡ተጀመረ💡 ተጀመረ 🔥

     🎄ልዩ እዉነተኛ የበዓል ቅናሽ🎄

🎄 ከታህሳስ 21 እስከ ጥር 7 ድረስ የሚቆይ እዉነተኛ ቅናሽ አድርገናል።🎄

🧦🎁🧸 እንዲሁም በነዚሁ ቀናቶች ከ3000💵 በላይ ለሚገዙ ደንበኞቻችን🎁  ልዩ የበዓል ስጦታ አዘጋጅተናል🎁🎁🧦

🔤 ኳሊቲ የዉሀ ጆግ 
🔤 6 መጠጫ ብርጭቆ ያለዉ
🔤 ከንፁህ ጠርሙስ የተሰራ
🔤 ማቅረቢያዉ ክዳኑ የእንጨት
🔤 ለራስዎ ቢሉ ለስጦታ ተመራጭ
🔤 ለአጠቃቀም ቀላል

                 በ👎
          ❌3000❌
          ✔️2800✔️

☃️ የቲክ ቶክ ፔጃችንን ለማግኘት ሊንኩን ይጫኑ ⬇️
http://tiktok.com/@modernshoppingcenter1

📞 0924743736
📞 0974978584

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 🎄
               📞  0961373839

✈️ የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

💬 t.me/modernshopping1
💬 t.me/modernshopping2 

🚚  አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

🚗 ለክፍለ ሀገር ደንበኞቻችን በመነሐሪያ በኩል አድርገን በሹፌር እንልካለን። 

❓ አድራሻ

      ቁጥር 1️⃣ = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ( ሆሊ ሲቲ ሴንተር ሞል ) ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06

       ቁጥር 2️⃣ = ጀሞ መስታወት ፋብሪካ ጭስ መዉጫዉ ፊት ለፊት ( ራሐ ሞል ) ግራዉንድ ፍሎር ከደረጃዉ ጎን RM G-06 (ትልቁ ሚና ፈርኒቸር ያለበት ህንፃ) 

         ⭐️ ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ ""⭐️",2025-01-15 08:21:58+00:00,modernshoppingcenter_photos/@modernshoppingcenter_5365.jpg
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,5364,"🔥 ተጀመረ 💡ተጀመረ💡 ተጀመረ 🔥

     🎄ልዩ እዉነተኛ የበዓል ቅናሽ🎄

🎄 ከታህሳስ 21 እስከ ጥር 7 ድረስ የሚቆይ እዉነተኛ ቅናሽ አድርገናል።🎄

🧦🎁🧸 እንዲሁም በነዚሁ ቀናቶች ከ3000💵 በላይ ለሚገዙ ደንበኞቻችን🎁  ልዩ የበዓል ስጦታ አዘጋጅተናል🎁🎁🧦

🔤  የአትክልት ወይም የሰላጣ ማቅረቢያ
🔤 2 የራሱ ውብ የሆኑ ማውጫ መሰኪያዎች ያሉት
🔤 ከንፁህ አክሬሊክ የተሰራ
🔤 ውብ ና ማራኪ እቃ
🔤 በትልቁ መጠን የቀረበ
🔤 ለአጠቃቀም ቀላል

                 በ👎
          ❌2200❌
          ✔️2000✔️

☃️ የቲክ ቶክ ፔጃችንን ለማግኘት ሊንኩን ይጫኑ ⬇️
http://tiktok.com/@modernshoppingcenter1

📞 0924743736
📞 0974978584

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 🎄
               📞  0961373839

✈️ የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

💬 t.me/modernshopping1
💬 t.me/modernshopping2 

🚚  አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

🚗 ለክፍለ ሀገር ደንበኞቻችን በመነሐሪያ በኩል አድርገን በሹፌር እንልካለን። 

❓ አድራሻ

      ቁጥር 1️⃣ = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ( ሆሊ ሲቲ ሴንተር ሞል ) ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06

       ቁጥር 2️⃣ = ጀሞ መስታወት ፋብሪካ ጭስ መዉጫዉ ፊት ለፊት ( ራሐ ሞል ) ግራዉንድ ፍሎር ከደረጃዉ ጎን RM G-06 (ትልቁ ሚና ፈርኒቸር ያለበት ህንፃ) 

         ⭐️ ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ ""⭐️",2025-01-14 11:44:37+00:00,modernshoppingcenter_photos/@modernshoppingcenter_5364.jpg
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,5363,,2025-01-13 13:29:42+00:00,modernshoppingcenter_photos/@modernshoppingcenter_5363.jpg
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,5362,,2025-01-13 13:29:42+00:00,modernshoppingcenter_photos/@modernshoppingcenter_5362.jpg
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,5361,,2025-01-13 13:29:42+00:00,
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,5360,"🔥 ተጀመረ 💡ተጀመረ💡 ተጀመረ 🔥

     🎄ልዩ እዉነተኛ የበዓል ቅናሽ🎄

🎄 ከታህሳስ 21 እስከ ጥር 7 ድረስ የሚቆይ እዉነተኛ ቅናሽ አድርገናል።🎄

🧦🎁🧸 እንዲሁም በነዚሁ ቀናቶች ከ3000💵 በላይ ለሚገዙ ደንበኞቻችን🎁  ልዩ የበዓል ስጦታ አዘጋጅተናል🎁🎁🧦


🔤🔤🔤🔤  🔤🔤🔤🔤🔤

🔤 Roti maker
🔤 ቂጣ፣ ቻፓቲ እና ፈጢራ የመሳሰሉትን በቀላሉ መስራት የሚችል 
🔤 ፕሌቱ non stick የሆነ 
🔤 ሊጡ እንዳይፈስ ዙሪያዉ ላይ መገደቢያ ያለዉ
🔤 made in india የሆነ 
🔤 ለአጠቃቀም ቀላል

                 በ👎
          ❌4600❌
          ✔️4300✔️


☃️ የቲክ ቶክ ፔጃችንን ለማግኘት ሊንኩን ይጫኑ ⬇️
http://tiktok.com/@modernshoppingcenter1

📞 0924743736
📞 0974978584

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 🎄
               📞  0961373839

✈️ የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

💬 t.me/modernshopping1
💬 t.me/modernshopping2 

🚚  አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

🚗 ለክፍለ ሀገር ደንበኞቻችን በመነሐሪያ በኩል አድርገን በሹፌር እንልካለን። 

❓ አድራሻ

      ቁጥር 1️⃣ = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ( ሆሊ ሲቲ ሴንተር ሞል ) ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06

       ቁጥር 2️⃣ = ጀሞ መስታወት ፋብሪካ ጭስ መዉጫዉ ፊት ለፊት ( ራሐ ሞል ) ግራዉንድ ፍሎር ከደረጃዉ ጎን RM G-06 (ትልቁ ሚና ፈርኒቸር ያለበት ህንፃ) 

         ⭐️ ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ ""⭐️",2025-01-13 13:29:42+00:00,modernshoppingcenter_photos/@modernshoppingcenter_5360.jpg
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,5359,"🔥 ተጀመረ 💡ተጀመረ💡 ተጀመረ 🔥

     🎄ልዩ እዉነተኛ የበዓል ቅናሽ🎄

🎄 ከታህሳስ 21 እስከ ጥር 7 ድረስ የሚቆይ እዉነተኛ ቅናሽ አድርገናል።🎄

🧦🎁🧸 እንዲሁም በነዚሁ ቀናቶች ከ3000💵 በላይ ለሚገዙ ደንበኞቻችን🎁  ልዩ የበዓል ስጦታ አዘጋጅተናል🎁🎁🧦

✔️ የሻይ ና የብና ማንኪያ 
✔️ 6 ማንኪያ የሆነ 
✔️ ቀለሙ የማይለቅ 
✔️ ለገበታዎ ተጨማሪ ውበት የሚሰጥ

                 በ👎
          ❌600❌
          ✔️500✔️


☃️ የቲክ ቶክ ፔጃችንን ለማግኘት ሊንኩን ይጫኑ ⬇️
http://tiktok.com/@modernshoppingcenter1

📞 0924743736
📞 0974978584

በስራችን ላይ ቅሬታ ካለዎት ብቻ በዚህ ስልክ ደዉለዉ ያሳዉቁን። 🎄
               📞  0961373839

✈️ የመረጡትን እቃ ለማዘዝ ከታች ባለዉ የቴሌግራም አድራሻ ይላኩልን 

💬 t.me/modernshopping1
💬 t.me/modernshopping2 

🚚  አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

🚗 ለክፍለ ሀገር ደንበኞቻችን በመነሐሪያ በኩል አድርገን በሹፌር እንልካለን። 

❓ አድራሻ

      ቁጥር 1️⃣ = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ( ሆሊ ሲቲ ሴንተር ሞል ) ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06

       ቁጥር 2️⃣ = ጀሞ መስታወት ፋብሪካ ጭስ መዉጫዉ ፊት ለፊት ( ራሐ ሞል ) ግራዉንድ ፍሎር ከደረጃዉ ጎን RM G-06 (ትልቁ ሚና ፈርኒቸር ያለበት ህንፃ) 

         ⭐️ ""በሞደርን እቃወዏች ሂወትዎን
                   ሞደርናይዝ ያድርጉ ""⭐️",2025-01-13 06:21:48+00:00,modernshoppingcenter_photos/@modernshoppingcenter_5359.jpg
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,5358,"👍👍👍👍👍👍👍👍👍👍

           በረፍት  ቀንዎ እየተዝናኑ  መገብየት ከፈለጉ 

  😉 በ 2ቱም ቅርንጫፎቻችን             
ከጠዋቱ   2:30 እስከ  ቀኑ  10:00 ክፍት ሆነዉ ይጠብቆዎታል👍",2025-01-11 18:50:43+00:00,modernshoppingcenter_photos/@modernshoppingcenter_5358.jpg
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,5357,,2025-01-11 11:12:43+00:00,modernshoppingcenter_photos/@modernshoppingcenter_5357.jpg
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,5356,,2025-01-11 11:12:43+00:00,modernshoppingcenter_photos/@modernshoppingcenter_5356.jpg
