Channel Title,Channel Username,ID,Message,Date,Media Path
ማራኪ ცЯﾑŋの™,@marakibrand,11638,"🏷️  BRUNELLO CUCINELLI    (Quality👌)
Made In ITALY 
〰〰〰〰〰〰〰〰〰〰〰
📐Size  #40#41 #42#43 #44
💰 Price:  9000Br
┃Free Delivery┃ 
✄〰〰〰〰〰〰〰〰〰〰
📩 INBOX : @Maraki2211 
📲 ስልክ : +251 913321831 
🚩 አድራሻ - አዲስ አበባ, ሜክሲኮ፡ ከ ኬኬር ህንጻ 50ሜ ወረድ ብሎ አይመን ህንፃ  ግራውንድ ፍሎር ላይ፡ የሱቅ ቁ.012
⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2025-01-13 13:30:19+00:00,marakibrand_photos/@marakibrand_11638.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11637,,2025-01-10 09:56:11+00:00,marakibrand_photos/@marakibrand_11637.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11636,,2025-01-10 09:56:11+00:00,marakibrand_photos/@marakibrand_11636.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11635,,2025-01-10 09:56:11+00:00,marakibrand_photos/@marakibrand_11635.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11634,"🏷️ Airforce 1 ™ 
Made In Vietnam 
〰〰〰〰〰〰〰〰〰〰〰
📐Size   #40 #41 #42 #43 
💰 Price:  5500 Br
┃Free Delivery┃ 
✄〰〰〰〰〰〰〰〰〰〰
📩 INBOX : @Maraki2211 
📲 ስልክ : +251 913321831 
🚩 አድራሻ - አዲስ አበባ, ሜክሲኮ፡ ከ ኬኬር ህንጻ 50ሜ ወረድ ብሎ አይመን ህንፃ  ግራውንድ ፍሎር ላይ፡ የሱቅ ቁ.012
⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2025-01-10 09:56:11+00:00,marakibrand_photos/@marakibrand_11634.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11633,,2025-01-10 09:52:03+00:00,marakibrand_photos/@marakibrand_11633.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11632,,2025-01-10 09:52:03+00:00,marakibrand_photos/@marakibrand_11632.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11631,"🏷️  Ecco 
〰〰〰〰〰〰〰〰〰〰〰
📐Size #40#41#42 #43 #44
💰 Price:  9000 Br
┃Free Delivery┃ 
✄〰〰〰〰〰〰〰〰〰〰
📩 INBOX : @Maraki2211 
📲 ስልክ : +251 913321831 
🚩 አድራሻ - አዲስ አበባ, ሜክሲኮ፡ ከ ኬኬር ህንጻ 50ሜ ወረድ ብሎ አይመን ህንፃ  ግራውንድ ፍሎር ላይ፡ የሱቅ ቁ.012
⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2025-01-10 09:52:03+00:00,marakibrand_photos/@marakibrand_11631.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11628,,2025-01-04 13:19:18+00:00,marakibrand_photos/@marakibrand_11628.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11627,,2025-01-04 13:19:18+00:00,marakibrand_photos/@marakibrand_11627.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11626,,2025-01-04 13:19:18+00:00,marakibrand_photos/@marakibrand_11626.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11625,,2025-01-04 13:19:18+00:00,marakibrand_photos/@marakibrand_11625.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11624,,2025-01-04 13:19:18+00:00,marakibrand_photos/@marakibrand_11624.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11623,"100% Cotton Men's Casual Long Sleeve 
3500 br
Size M,L, XL, XXL 3XL 

⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2025-01-04 13:19:17+00:00,marakibrand_photos/@marakibrand_11623.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11619,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11619.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11618,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11618.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11617,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11617.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11616,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11616.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11615,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11615.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11614,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11614.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11613,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11613.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11612,"100% Cotton Men's Casual T-shirt
Quality 👌
2500 Br
Size M,L, XL, XXL 3XL 4XL

⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11612.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11611,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11611.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11610,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11610.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11609,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11609.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11608,,2025-01-03 08:17:04+00:00,marakibrand_photos/@marakibrand_11608.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11607,,2025-01-03 08:17:03+00:00,marakibrand_photos/@marakibrand_11607.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11606,,2025-01-02 14:16:22+00:00,marakibrand_photos/@marakibrand_11606.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11605,,2025-01-02 14:16:22+00:00,marakibrand_photos/@marakibrand_11605.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11604,,2025-01-02 14:16:22+00:00,marakibrand_photos/@marakibrand_11604.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11603,"ADIDAS CAMPUS™ 
Made In VIETNAM 
〰〰〰〰〰〰〰〰〰〰〰
📐Size: #40  #41 #42 #43 
💰 Price: 4000 Br 
┃Free Delivery┃ 
✄〰〰〰〰〰〰〰〰〰〰
📩 INBOX : @Maraki2211 
📲 ስልክ : +251 913321831 

🚩 አድራሻ - አዲስ አበባ, ሜክሲኮ፡ ከ ኬኬር ህንጻ 50ሜ ወረድ ብሎ አይመን ህንፃ  ግራውንድ ፍሎር ላይ፡ የሱቅ ቁ.012
⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2025-01-02 14:16:21+00:00,marakibrand_photos/@marakibrand_11603.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11601,"Nike Air Max 1 ™ 
Made In VIETNAM 
〰〰〰〰〰〰〰〰〰〰〰
📐Size: #40  #41#42 #43 
💰 Price: 5500 Br 
┃Free Delivery┃ 
✄〰〰〰〰〰〰〰〰〰〰
📩 INBOX : @Maraki2211 
📲 ስልክ : +251 913321831 

🚩 አድራሻ - አዲስ አበባ, ሜክሲኮ፡ ከ ኬኬር ህንጻ 50ሜ ወረድ ብሎ አይመን ህንፃ  ግራውንድ ፍሎር ላይ፡ የሱቅ ቁ.012
⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2024-12-23 17:41:52+00:00,marakibrand_photos/@marakibrand_11601.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11600,,2024-12-23 10:00:24+00:00,
ማራኪ ცЯﾑŋの™,@marakibrand,11598,"🏷️ Airforce Boots ™ 
Made In Vietnam 
〰〰〰〰〰〰〰〰〰〰〰
📐Size   #40 #41 #42 #43 
💰 Price:  5500 Br
┃Free Delivery┃ 
✄〰〰〰〰〰〰〰〰〰〰
📩 INBOX : @Maraki2211 
📲 ስልክ : +251 913321831 
🚩 አድራሻ - አዲስ አበባ, ሜክሲኮ፡ ከ ኬኬር ህንጻ 50ሜ ወረድ ብሎ አይመን ህንፃ  ግራውንድ ፍሎር ላይ፡ የሱቅ ቁ.012
⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2024-12-07 11:59:09+00:00,marakibrand_photos/@marakibrand_11598.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11597,,2024-12-05 07:02:47+00:00,marakibrand_photos/@marakibrand_11597.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11596,,2024-12-05 07:02:47+00:00,marakibrand_photos/@marakibrand_11596.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11595,,2024-12-05 07:02:47+00:00,marakibrand_photos/@marakibrand_11595.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11594,"🏷️ ALLSTAR™ Convers chuck taylor double sol 
Made In Vietnam 
〰〰〰〰〰〰〰〰〰〰〰
📐Size   #40 #41 #42 #43 
💰 Price:  4500  Br
┃Free Delivery┃ 
✄〰〰〰〰〰〰〰〰〰〰
📩 INBOX : @Maraki2211 
📲 ስልክ : +251 913321831 
🚩 አድራሻ - አዲስ አበባ, ሜክሲኮ፡ ከ ኬኬር ህንጻ 50ሜ ወረድ ብሎ አይመን ህንፃ  ግራውንድ ፍሎር ላይ፡ የሱቅ ቁ.012
⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2024-12-05 07:02:46+00:00,marakibrand_photos/@marakibrand_11594.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11592,,2024-12-02 16:35:26+00:00,marakibrand_photos/@marakibrand_11592.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11591,,2024-12-02 16:35:26+00:00,marakibrand_photos/@marakibrand_11591.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11590,"🏷️ Air Jordan 1  ™ Vibration of Naija
Made In Vietnam 
〰〰〰〰〰〰〰〰〰〰〰
📐Size   #40 #41 #42 #43 #44
💰 Price: 5000  Br
┃Free Delivery┃ 
✄〰〰〰〰〰〰〰〰〰〰
📩 INBOX : @Maraki2211 
📲 ስልክ : +251 913321831 
🚩 አድራሻ - አዲስ አበባ, ሜክሲኮ፡ ከ ኬኬር ህንጻ 50ሜ ወረድ ብሎ አይመን ህንፃ  ግራውንድ ፍሎር ላይ፡ የሱቅ ቁ.012
⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2024-12-02 16:35:26+00:00,marakibrand_photos/@marakibrand_11590.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11589,,2024-12-02 16:35:26+00:00,marakibrand_photos/@marakibrand_11589.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11588,,2024-12-02 16:35:25+00:00,marakibrand_photos/@marakibrand_11588.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11587,"🏷️ Air Jordan 1  ™ Denim
Made In Vietnam 
〰〰〰〰〰〰〰〰〰〰〰
📐Size   #40 #41 #42 #43 
💰 Price: 5000  Br
┃Free Delivery┃ 
✄〰〰〰〰〰〰〰〰〰〰
📩 INBOX : @Maraki2211 
📲 ስልክ : +251 913321831 
🚩 አድራሻ - አዲስ አበባ, ሜክሲኮ፡ ከ ኬኬር ህንጻ 50ሜ ወረድ ብሎ አይመን ህንፃ  ግራውንድ ፍሎር ላይ፡ የሱቅ ቁ.012
⊰━━━━━━━⊱⊰━━━━━━━⊰
Maraki Brand™ ┃ማራኪ ብራንድ™ 
⊰━━━━━━━⊱⊰━━━━━━━⊱",2024-12-02 16:35:25+00:00,marakibrand_photos/@marakibrand_11587.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11586,,2024-11-29 06:53:19+00:00,marakibrand_photos/@marakibrand_11586.jpg
ማራኪ ცЯﾑŋの™,@marakibrand,11585,,2024-11-29 06:53:19+00:00,marakibrand_photos/@marakibrand_11585.jpg
